customer_id
1000206
1001060
1002645
1002749
1003480
1005179
1006880
1007330
1007360
1008210
1008471
1010750
1011403
1011425
1011705
1012065
1012215
1012371
1012676
1013272
1013740
1014465
1016201
1016328
1016623
1016650
1016678
1016973
1018535
1018717
1019375
1020035
1020748
1020880
1020949
1021575
1021633
1022940
1023143
1023230
1024359
1025512
1025655
1026611
1026805
1027588
1027906
1028222
1028475
1028918
1029052
1029320
1029540
1029560
1030688
1031793
1032088
1032480
1032600
1032786
1033181
1033428
1033550
1033699
1034895
1035096
1035286
1035480
1035501
1036767
1037530
1037765
1038502
1038714
1038747
1039213
1040138
1040272
1040380
1041250
1041413
1041420
1041605
1041680
1041772
1041835
1041848
1042184
1042201
1042365
1042403
1042489
1042620
1042833
1043087
1043630
1043764
1043928
1044395
1044461
1044727
1044815
1045300
1045310
1045860
1045870
1046502
1047044
1047258
1047485
1047778
1048291
1048842
1048986
1049191
1049353
1050058
1050410
1050445
1050747
1050863
1050915
1052278
1052838
1054235
1054548
1056336
1057640
1059778
1100875
1106129
1111280
1111977
1127246
1130822
1140037
1143349
1157467
1161163
1166818
1169533
1172251
1175577
1179744
1191197
1200831
1201420
1202044
1203637
1203983
1205079
1205205
1208240
1209268
1211090
1214883
1217448
1218153
1219507
1222457
1223825
1224719
1224851
1224869
1225441
1225459
1227183
3000028
3000030
3000034
3000052
3000073
3000078
3000091
3000109
3000117
3000121
3000136
3000139
3000145
3000158
3000184
3000222
3000259
3000276
3000297
3000321
3000322
3000323
3000327
3000334
3000521
3000600
3000603
3000625
3000644
3000658
3000665
3000767
3000768
3000889
3000913
3000921
3000948
3000990
3001037
3001078
3001101
3001196
3001215
3001232
3001265
3001274
3001285
3001295
3001296
3001299
3001310
3001316
3001329
3001345
3001357
3001371
3001408
3001413
3001421
3001455
3001467
3001537
3001554
3001609
3001610
3001612
3001618
3001619
3001624
3001677
3001710
3001734
3001742
3001755
3001759
3001773
3001788
3001816
3001857
3001878
3001896
3001938
3001985
3002009
3002037
3002057
3002066
3002077
3002088
3002097
3002111
3002122
3002168
3002174
3002206
3002212
3002227
3002263
3002271
3002272
3002274
3002290
3002347
3002363
3002425
3002426
3002428
3002434
3002438
3002455
3003225
3003700
3003736
3003739
3003760
3003766
3003908
3003917
3004080
3004177
3004332
3004333
3004360
3004362
3004452
3005430
3006006
3006082
3006136
3006151
3006315
3006467
3006496
3006651
3006661
3006726
3006740
3006746
3006758
3006948
3006949
3007047
3007082
3007099
3007145
3007244
3007265
3007416
3007425
3007498
3007562
3007686
3007689
3007698
3007759
3007777
3007785
3007787
3007906
3007923
3007945
3007948
3007991
3007995
3008217
3008223
3008297
3008403
3008417
3008493
3008499
3008500
3008548
3008634
3008747
3008795
3008870
3008896
3008908
3008971
3009116
3009281
3009322
3009438
3009500
3009517
3009568
3009578
3009611
3009634
3009861
3009938
3010107
3010275
3010295
3010360
3010369
3010371
3010527
3010571
3010653
3010654
3010823
3010943
3011119
3011148
3011287
3011392
3011453
3011461
3011531
3011784
3011888
3012390
3012461
3012533
3012551
3012839
3012852
3012858
3012897
3012938
3012994
3013105
3013435
3013520
3013527
3013574
3013633
3013645
3013679
3013742
3013759
3013773
3013822
3013879
3013915
3013924
3013970
3013972
3013981
3014143
3014164
3014941
3020048
3021028
3021763
3022148
3023463
3023479
3023507
3023536
3023619
3023692
3023711
3023796
3023831
3024124
3024768
3024899
3025102
3025179
3025338
